ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customerreviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,variation,83IMG20X30CAN19SC,"Red Panda Anticipating Dinner-Stretched Canvas, 51 x 76 cm, 20 x 30 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Anticipating-Dinner.jpg,,,83IMG,,,,,,,Finish,Stretched Canvas,,1,Size,51 x 76 cm; 20 x 30 inches,,1
,variation,83IMG24X36CAN19SC,"Red Panda Anticipating Dinner-Stretched Canvas, 61 x 91 cm, 24 x 36 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,325,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Anticipating-Dinner.jpg,,,83IMG,,,,,,,Finish,Stretched Canvas,,1,Size,61 x 91 cm; 24 x 36 inches,,1
,variation,83IMG8X12PP240LPP,"Red Panda Anticipating Dinner-Lustre Photographic Paper , 20 x 30 cm, 8 x 12 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,75,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Anticipating-Dinner.jpg,,,83IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,20 x 30 cm; 8 x 12 inches,,1
,variation,83IMG12X18PP240LPP,"Red Panda Anticipating Dinner-Lustre Photographic Paper , 30 x 46 cm, 12 x 18 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,125,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Anticipating-Dinner.jpg,,,83IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,30 x 46 cm; 12 x 18 inches,,1
,variation,83IMG16X24PP240LPP,"Red Panda Anticipating Dinner-Lustre Photographic Paper , 41 x 61 cm, 16 x 24 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,175,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Anticipating-Dinner.jpg,,,83IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,41 x 61 cm; 16 x 24 inches,,1
,variation,83IMG20X30PP240LPP,"Red Panda Anticipating Dinner-Lustre Photographic Paper , 51 x 76 cm, 20 x 30 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Anticipating-Dinner.jpg,,,83IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,51 x 76 cm; 20 x 30 inches,,1
,variation,83IMG24X36PP240LPP,"Red Panda Anticipating Dinner-Lustre Photographic Paper , 61 x 91 cm, 24 x 36 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,250,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Anticipating-Dinner.jpg,,,83IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,61 x 91 cm; 24 x 36 inches,,1
,variation,83IMG8X12FA308HPR,"Red Panda Anticipating Dinner-Fine Art Print on Premium Photo Rag, 20 x 30 cm, 8 x 12 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,150,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Anticipating-Dinner.jpg,,,83IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,20 x 30 cm; 8 x 12 inches,,1
,variation,83IMG12X18FA308HPR,"Red Panda Anticipating Dinner-Fine Art Print on Premium Photo Rag, 30 x 46 cm, 12 x 18 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,175,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Anticipating-Dinner.jpg,,,83IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,30 x 46 cm; 12 x 18 inches,,1
,variation,83IMG16X24FA308HPR,"Red Panda Anticipating Dinner-Fine Art Print on Premium Photo Rag, 41 x 61 cm, 16 x 24 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Anticipating-Dinner.jpg,,,83IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,41 x 61 cm; 16 x 24 inches,,1
,variation,83IMG20X30FA308HPR,"Red Panda Anticipating Dinner-Fine Art Print on Premium Photo Rag, 51 x 76 cm, 20 x 30 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,250,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Anticipating-Dinner.jpg,,,83IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,51 x 76 cm; 20 x 30 inches,,1
,variation,83IMG24X36FA308HPR,"Red Panda Anticipating Dinner-Fine Art Print on Premium Photo Rag, 61 x 91 cm, 24 x 36 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,375,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Anticipating-Dinner.jpg,,,83IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,61 x 91 cm; 24 x 36 inches,,1
,variation,84IMG8X12CAN19SC,"Red Panda Chewing on Bamboo-Stretched Canvas, 20 x 30 cm, 8 x 12 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,100,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Chewing-on-Bamboo.jpg,,,84IMG,,,,,,,Finish,Stretched Canvas,,1,Size,20 x 30 cm; 8 x 12 inches,,1
,variation,84IMG12X18CAN19SC,"Red Panda Chewing on Bamboo-Stretched Canvas, 30 x 46 cm, 12 x 18 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,150,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Chewing-on-Bamboo.jpg,,,84IMG,,,,,,,Finish,Stretched Canvas,,1,Size,30 x 46 cm; 12 x 18 inches,,1
,variation,84IMG16X24CAN19SC,"Red Panda Chewing on Bamboo-Stretched Canvas, 41 x 61 cm, 16 x 24 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Chewing-on-Bamboo.jpg,,,84IMG,,,,,,,Finish,Stretched Canvas,,1,Size,41 x 61 cm; 16 x 24 inches,,1
,variation,84IMG20X30CAN19SC,"Red Panda Chewing on Bamboo-Stretched Canvas, 51 x 76 cm, 20 x 30 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Chewing-on-Bamboo.jpg,,,84IMG,,,,,,,Finish,Stretched Canvas,,1,Size,51 x 76 cm; 20 x 30 inches,,1
,variation,84IMG24X36CAN19SC,"Red Panda Chewing on Bamboo-Stretched Canvas, 61 x 91 cm, 24 x 36 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,325,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Chewing-on-Bamboo.jpg,,,84IMG,,,,,,,Finish,Stretched Canvas,,1,Size,61 x 91 cm; 24 x 36 inches,,1
,variation,84IMG8X12PP240LPP,"Red Panda Chewing on Bamboo-Lustre Photographic Paper , 20 x 30 cm, 8 x 12 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,75,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Chewing-on-Bamboo.jpg,,,84IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,20 x 30 cm; 8 x 12 inches,,1
,variation,84IMG12X18PP240LPP,"Red Panda Chewing on Bamboo-Lustre Photographic Paper , 30 x 46 cm, 12 x 18 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,125,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Chewing-on-Bamboo.jpg,,,84IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,30 x 46 cm; 12 x 18 inches,,1
,variation,84IMG16X24PP240LPP,"Red Panda Chewing on Bamboo-Lustre Photographic Paper , 41 x 61 cm, 16 x 24 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,175,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Chewing-on-Bamboo.jpg,,,84IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,41 x 61 cm; 16 x 24 inches,,1
,variation,84IMG20X30PP240LPP,"Red Panda Chewing on Bamboo-Lustre Photographic Paper , 51 x 76 cm, 20 x 30 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Chewing-on-Bamboo.jpg,,,84IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,51 x 76 cm; 20 x 30 inches,,1
,variation,84IMG24X36PP240LPP,"Red Panda Chewing on Bamboo-Lustre Photographic Paper , 61 x 91 cm, 24 x 36 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,"A premium photographic paper with a satin lustre finish. The lustre finish provides a subtle pearl-like texture. Supporting deeper colour-saturation than matte papers, this paper produces impressive colour depth and strikingly intense blacks. Lustre prints are on 240 gsm premium paper. Photo prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.",,,taxable,parent,1,,,0,0,,,,,0,,,250,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Chewing-on-Bamboo.jpg,,,84IMG,,,,,,,Finish,Lustre Photographic Paper ,,1,Size,61 x 91 cm; 24 x 36 inches,,1
,variation,84IMG8X12FA308HPR,"Red Panda Chewing on Bamboo-Fine Art Print on Premium Photo Rag, 20 x 30 cm, 8 x 12 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,150,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Chewing-on-Bamboo.jpg,,,84IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,20 x 30 cm; 8 x 12 inches,,1
,variation,84IMG12X18FA308HPR,"Red Panda Chewing on Bamboo-Fine Art Print on Premium Photo Rag, 30 x 46 cm, 12 x 18 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,175,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Chewing-on-Bamboo.jpg,,,84IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,30 x 46 cm; 12 x 18 inches,,1
,variation,84IMG16X24FA308HPR,"Red Panda Chewing on Bamboo-Fine Art Print on Premium Photo Rag, 41 x 61 cm, 16 x 24 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Chewing-on-Bamboo.jpg,,,84IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,41 x 61 cm; 16 x 24 inches,,1
,variation,84IMG20X30FA308HPR,"Red Panda Chewing on Bamboo-Fine Art Print on Premium Photo Rag, 51 x 76 cm, 20 x 30 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,250,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Chewing-on-Bamboo.jpg,,,84IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,51 x 76 cm; 20 x 30 inches,,1
,variation,84IMG24X36FA308HPR,"Red Panda Chewing on Bamboo-Fine Art Print on Premium Photo Rag, 61 x 91 cm, 24 x 36 inches",1,0,visible,A lot of people ask me where my logo came from. Quite simply it is a tracing of this beautiful creature. This new mother is one of the breeding pandas at Fota Wildlife Park in Cork where I was practicing my focussing techniques on animals hiding in trees.,A heavy-duty matte paper made of 100% cotton rag with a natural white tone and excellent black saturation. This paper produces very high-quality print reproductions. The Hahnemühle Photo Rag paper is 308 gsm. Fine art prints are surrounded by a white border. Bordersize varies and is approximately 10% of the edge length.,,,taxable,parent,1,,,0,0,,,,,0,,,375,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Red-Panda-Chewing-on-Bamboo.jpg,,,84IMG,,,,,,,Finish,Fine Art Print on Premium Photo Rag,,1,Size,61 x 91 cm; 24 x 36 inches,,1
,variation,85IMG8X12CAN19SC,"Gull in Flight-Stretched Canvas, 20 x 30 cm, 8 x 12 inches",1,0,visible,Shooting birds in flight is pretty difficult. As they move the background moves in ways determined by the bird and not you. However after following certain birds for long enough you see where they are going and as the gulls kept flying towards the sun I managed to get the sun reflecting nicely in the water below.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,100,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Gull-in-Flight.jpg,,,85IMG,,,,,,,Finish,Stretched Canvas,,1,Size,20 x 30 cm; 8 x 12 inches,,1
,variation,85IMG12X18CAN19SC,"Gull in Flight-Stretched Canvas, 30 x 46 cm, 12 x 18 inches",1,0,visible,Shooting birds in flight is pretty difficult. As they move the background moves in ways determined by the bird and not you. However after following certain birds for long enough you see where they are going and as the gulls kept flying towards the sun I managed to get the sun reflecting nicely in the water below.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,150,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Gull-in-Flight.jpg,,,85IMG,,,,,,,Finish,Stretched Canvas,,1,Size,30 x 46 cm; 12 x 18 inches,,1
,variation,85IMG16X24CAN19SC,"Gull in Flight-Stretched Canvas, 41 x 61 cm, 16 x 24 inches",1,0,visible,Shooting birds in flight is pretty difficult. As they move the background moves in ways determined by the bird and not you. However after following certain birds for long enough you see where they are going and as the gulls kept flying towards the sun I managed to get the sun reflecting nicely in the water below.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Gull-in-Flight.jpg,,,85IMG,,,,,,,Finish,Stretched Canvas,,1,Size,41 x 61 cm; 16 x 24 inches,,1
,variation,85IMG20X30CAN19SC,"Gull in Flight-Stretched Canvas, 51 x 76 cm, 20 x 30 inches",1,0,visible,Shooting birds in flight is pretty difficult. As they move the background moves in ways determined by the bird and not you. However after following certain birds for long enough you see where they are going and as the gulls kept flying towards the sun I managed to get the sun reflecting nicely in the water below.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,225,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Gull-in-Flight.jpg,,,85IMG,,,,,,,Finish,Stretched Canvas,,1,Size,51 x 76 cm; 20 x 30 inches,,1
,variation,85IMG24X36CAN19SC,"Gull in Flight-Stretched Canvas, 61 x 91 cm, 24 x 36 inches",1,0,visible,Shooting birds in flight is pretty difficult. As they move the background moves in ways determined by the bird and not you. However after following certain birds for long enough you see where they are going and as the gulls kept flying towards the sun I managed to get the sun reflecting nicely in the water below.,"All stretched canvas prints have a non-coated finish on a 19 mm stretched frame of European knotless pine. Canvases are printed with a mirror wrap, and stretched by a professional framing team, ensuring perfect corner folds and an excellent finish. Canvases are 400 gsm.",,,taxable,parent,1,,,0,0,,,,,0,,,325,Photo Prints,,,http>//localhost:8888/chasingwildlife/wp-content/uploads/Gull-in-Flight.jpg,,,85IMG,,,,,,,Finish,Stretched Canvas,,1,Size,61 x 91 cm; 24 x 36 inches,,1
