ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customerreviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,variable,127IMG,Cricket on Leaves,1,0,visible,Night time jungle walks are the best when it comes to seeing species. However they aren't as good for photographs. Sometimes though a cricket will stay still long enough.,"<p>Night time jungle walks are the best when it comes to seeing species. However they aren't as good for photographs. Sometimes though a cricket will stay still long enough.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Cricket-on-Leaves.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 25 cm  8 x 10 inches,41 x 51 cm  16 x 20 inches,61 x 76 cm  24 x 30 inches",1,1
,variable,128IMG,Feeding Capuchin Monkey,1,0,visible,The capuchin monkeys of Costa Rica are easy to find. Not so easy to capture with a camera. They move quickly and don't stay still for long. Getting this guy eating was lucky as he stayed a bit longer to allow me to get the image.,"<p>The capuchin monkeys of Costa Rica are easy to find. Not so easy to capture with a camera. They move quickly and don't stay still for long. Getting this guy eating was lucky as he stayed a bit longer to allow me to get the image.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Feeding-Capuchin-Monkey.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,129IMG,Watchful Capuchin Monkey,1,0,visible,In Manuel Antonio National Park I met a group of capuchin monkeys and this watchful mother. Even though it is one of the busiest parks with tons of people this band were willing to feed near to the pathways and so gave me plenty of photo opportunities.,"<p>In Manuel Antonio National Park I met a group of capuchin monkeys and this watchful mother. Even though it is one of the busiest parks with tons of people this band were willing to feed near to the pathways and so gave me plenty of photo opportunities.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Watchful-Capuchin-Monkey.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 25 cm  8 x 10 inches,41 x 51 cm  16 x 20 inches,61 x 76 cm  24 x 30 inches",1,1
,variable,130IMG,Black-throated Trogon,1,0,visible,Bird life in the jungles of Costa Rica is amazing. I am a photographer not a twitcher but I was still in thrall of the huge number of species I managed to see.,"<p>Bird life in the jungles of Costa Rica is amazing. I am a photographer not a twitcher but I was still in thrall of the huge number of species I managed to see.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Black-throated-Trogon.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,131IMG,Female Black-throated Trogon,1,0,visible,Costa Rica is a bird watcher's paradise. There are so many species and many of them are endemic. I just like to photograph the pretty ones.,"<p>Costa Rica is a bird watcher's paradise. There are so many species and many of them are endemic. I just like to photograph the pretty ones.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Female-Black-throated-Trogon.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,132IMG,Spider Monkey Foraging,1,0,visible,"The canopy of the Costa Rican Jungle is full of life. Spider Monkeys are everywhere but it is hard to find them, when they aren't hiding behind leaves.","<p>The canopy of the Costa Rican Jungle is full of life. Spider Monkeys are everywhere but it is hard to find them, when they aren't hiding behind leaves.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Spider-Monkey-Foraging.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,133IMG,Spider Monkey Portrait (crop),1,0,visible,This spider monkey in Corcovado National Park was kind enough to come down to my level. Mostly they feed up in the canopy but this one was a bit closer at hand.,"<p>This spider monkey in Corcovado National Park was kind enough to come down to my level. Mostly they feed up in the canopy but this one was a bit closer at hand.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Spider-Monkey-Portrait-(crop).jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 20 cm  8 x 8 inches,30 x 30 cm  12 x 12 inches,41 x 41 cm  16 x 16 inches,51 x 51 cm  20 x 20 inches,61 x 61 cm  24 x 24 inches",1,1
,variable,134IMG,Spider Monkey on Alert,1,0,visible,Spending time with spider monkeys in the jungle is a joy. They are just such curious creatures and if you aren't threatening will just watch you while you eat.,"<p>Spending time with spider monkeys in the jungle is a joy. They are just such curious creatures and if you aren't threatening will just watch you while you eat.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Spider-Monkey-on-Alert.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,135IMG,Hummingbird on a Perch Portrait,1,0,visible,The forests of Costa Rica are full of hummingbirds. These beautiful feathered creatures are somewhat treasured by the local population and often have sugar water feeders put out for them the way we put out seeds and nuts in Europe.,"<p>The forests of Costa Rica are full of hummingbirds. These beautiful feathered creatures are somewhat treasured by the local population and often have sugar water feeders put out for them the way we put out seeds and nuts in Europe.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Hummingbird-on-a-Perch-Portrait.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 20 cm  8 x 8 inches,30 x 30 cm  12 x 12 inches,41 x 41 cm  16 x 16 inches,51 x 51 cm  20 x 20 inches,61 x 61 cm  24 x 24 inches",1,1
,variable,136IMG,Scintillant Humming Bird,1,0,visible,I was hoping for a photo or two of a hummingbird before going to Costa Rica. Just because the photos look effortlessly good. However I got so many that I know know they take no effort at all.,"<p>I was hoping for a photo or two of a hummingbird before going to Costa Rica. Just because the photos look effortlessly good. However I got so many that I know know they take no effort at all.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Scintillant-Humming-Bird.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches,61 x 91 cm  24 x 36 inches",1,1
,variable,137IMG,Female White-throated Hummingbird,1,0,visible,"The cloud forest of San Gerardo de Dota just South of San Jose is better known for the symbol of Central American birds, the Quetzal. However these are less easy to photograph and I didn't manage print worth images. However there were many hummingbirds to make up for it.","<p>The cloud forest of San Gerardo de Dota just South of San Jose is better known for the symbol of Central American birds, the Quetzal. However these are less easy to photograph and I didn't manage print worth images. However there were many hummingbirds to make up for it.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Female-White-throated-Hummingbird.jpg,,,,,,,,,,Finish,Stretched Canvas,1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches",1,1
,variable,138IMG,Green Violet Ear Hummingbird,1,0,visible,Hummingbirds are every photographers dream bird to photograph. The scaly feathers stand out so well in a photo and getting one in flight is actually easier than you might imagine as they hover quite a lot instead of flying.,"<p>Hummingbirds are every photographers dream bird to photograph. The scaly feathers stand out so well in a photo and getting one in flight is actually easier than you might imagine as they hover quite a lot instead of flying.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Green-Violet-Ear-Hummingbird.jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 20 cm  8 x 8 inches,30 x 30 cm  12 x 12 inches,41 x 41 cm  16 x 16 inches,51 x 51 cm  20 x 20 inches,61 x 61 cm  24 x 24 inches",1,1
,variable,139IMG,Flame Coloured Tanager,1,0,visible,"There are so many birds in Costa Rica that photographing them is just a joy. Find a perch and focus on it, a bird will land in no time. In this case it was a flame coloured tanager.","<p>There are so many birds in Costa Rica that photographing them is just a joy. Find a perch and focus on it, a bird will land in no time. In this case it was a flame coloured tanager.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Flame-Coloured-Tanager.jpg,,,,,,,,,,Finish,Stretched Canvas,1,1,Size,"20 x 25 cm  8 x 10 inches,41 x 51 cm  16 x 20 inches,61 x 76 cm  24 x 30 inches",1,1
,variable,140IMG,Scintillant Humming Bird Feeding,1,0,visible,"Getting hummingbirds feeding is relatively easy as they hover nicely. There speed is phenomenal as they intake a lot of sugar but while feeding they do slow down long enough to grab a shot, though not often in places it is easy to focus on them.","<p>Getting hummingbirds feeding is relatively easy as they hover nicely. There speed is phenomenal as they intake a lot of sugar but while feeding they do slow down long enough to grab a shot, though not often in places it is easy to focus on them.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Scintillant-Humming-Bird-Feeding.jpg,,,,,,,,,,Finish,Stretched Canvas,1,1,Size,"20 x 30 cm  8 x 12 inches,30 x 46 cm  12 x 18 inches,41 x 61 cm  16 x 24 inches,51 x 76 cm  20 x 30 inches",1,1
,variable,141IMG,Scintillant Humming Bird Feeding Portrait (crop),1,0,visible,What better reason to go to a cloud forest than to try and get a photo of a hummingbird. This guy was more tricky than most as he didn't hover very long.,"<p>What better reason to go to a cloud forest than to try and get a photo of a hummingbird. This guy was more tricky than most as he didn't hover very long.</p><p>Prints are made to order and generally take 2- 3 days for production before shipping. As prints are made to order <a href=""http://localhost:8888/chasingwildlife/store/refunds"">refunds</a> are unfortunately not possible. <a href=""http://localhost:8888/chasingwildlife/store/refunds"">More info is available here</a>.</p>
<p>Express delivery is included in the price for EU and US customers. This is usually 2-3
days from when the print is ready. As my printer has locations worldwide nearly all other destinations are included as well. Times may vary. Check the <a href=""http://localhost:8888/chasingwildlife/store/deliveries"">delivery page</a> for details.</p>
<p>Prodigi is my printing partner. I have chosen them for their print quality and ability to print and ship locally. Find out more <a href =""http://localhost:8888/chasingwildlifeabout/printing"">here.</a></p>
<p>Discrepancies in computer and phone screens can lead to colours looking different when printed. Even if your screen has been calibrated colours can display subtle variations on print media.</p>
<p>Print sizes are measured and produced in inches. Centimeter sizes are given for indicative purposes and are not precise.</p>
<p>If think the image would look good on your wall with a different finish or a print size not mentioned above please just send a message with the <a href=""http://localhost:8888/chasingwildlife/contact"">contact form</a>.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Photo Prints,,,http://localhost:8888/chasingwildlife/wp-content/uploads/Scintillant-Humming-Bird-Feeding-Portrait-(crop).jpg,,,,,,,,,,Finish,"Stretched Canvas,Lustre Photographic Paper ,Fine Art Print on Premium Photo Rag",1,1,Size,"20 x 20 cm  8 x 8 inches,30 x 30 cm  12 x 12 inches,41 x 41 cm  16 x 16 inches,51 x 51 cm  20 x 20 inches,61 x 61 cm  24 x 24 inches",1,1
